province,year,gdp_per_capita_CNY,population_persons
湖北,2174,668765.2,29514204
湖南,2174,559055.7,33955389
上海,2174,1349636.2,12710273
安徽,2174,563456.2,31190508
河北,2174,471507.5,38130818
北京,2174,1466234.4,11187289
陕西,2174,588819.1,20202536
江西,2174,505430.5,23095184
重庆,2174,693537.5,16379744
辽宁,2174,524241.5,21766406
云南,2174,461772.2,24127542
广西,2174,392933.6,25619862
山西,2174,449392.2,17846511
内蒙古,2174,641712.5,12291197
贵州,2174,411005.0,19706800
天津,2174,902724.9,7088520
黑龙江,2174,382371.3,16277531
新疆,2174,474493.2,13211120
吉林,2174,454698.1,12301418
甘肃,2174,320391.2,12786933
海南,2174,487896.3,5151570
宁夏,2174,484139.2,3679693
青海,2174,451412.0,3025525
西藏,2174,463502.2,1865400
广东,2175,768398.4,64256638
江苏,2175,847281.6,43216809
山东,2175,675247.9,51773482
浙江,2175,1222786.6,32926364
河南,2175,663767.4,50672027
四川,2175,519841.0,42666081
福建,2175,790005.4,21182610
湖北,2175,673270.7,29448622
湖南,2175,562822.0,33879938
上海,2175,1358728.7,12682030
安徽,2175,567252.2,31121202
河北,2175,474684.1,38046090
北京,2175,1476112.4,11162430
陕西,2175,592785.9,20157645
江西,2175,508835.6,23043865
重庆,2175,698209.9,16343348
辽宁,2175,527773.3,21718040
云南,2175,464883.1,24073930
广西,2175,395580.7,25562934
山西,2175,452419.8,17806855
内蒙古,2175,646035.7,12263885
贵州,2175,413773.9,19663011
天津,2175,908806.6,7072769
黑龙江,2175,384947.3,16241361
新疆,2175,477689.8,13181764
吉林,2175,457761.4,12274084
甘肃,2175,322549.7,12758520
海南,2175,491183.2,5140123
宁夏,2175,487400.8,3671517
青海,2175,454453.2,3018802
西藏,2175,466624.8,1861255
广东,2176,773559.7,64113857
江苏,2176,852972.7,43120779
山东,2176,679783.5,51658439
浙江,2176,1231000.0,32853200
河南,2176,668225.9,50559432
四川,2176,523332.7,42571276
福建,2176,795311.9,21135542
湖北,2176,677793.0,29383186
湖南,2176,566602.5,33804656
上海,2176,1367855.2,12653850
安徽,2176,571062.5,31052049
河北,2176,477872.5,37961550
北京,2176,1486027.4,11137627
陕西,2176,596767.7,20112854
江西,2176,512253.4,22992661
重庆,2176,702899.7,16307032
辽宁,2176,531318.4,21669782
云南,2176,468005.7,24020436
广西,2176,398237.9,25506132
山西,2176,455458.7,17767287
内蒙古,2176,650375.1,12236634
贵州,2176,416553.2,19619319
天津,2176,914911.0,7057053
黑龙江,2176,387533.0,16205272
新疆,2176,480898.5,13152474
吉林,2176,460836.1,12246810
甘肃,2176,324716.3,12730170
海南,2176,494482.5,5128702
宁夏,2176,490674.7,3663358
青海,2176,457505.7,3012095
西藏,2176,469759.1,1857119
广东,2177,778740.2,63971394
江苏,2177,858685.0,43024963
山东,2177,684336.0,51543652
浙江,2177,1239243.9,32780199
河南,2177,672701.0,50447087
四川,2177,526837.5,42476680
福建,2177,800638.0,21088578
湖北,2177,682332.2,29317895
湖南,2177,570397.0,33729540
上海,2177,1377015.6,12625733
安徽,2177,574886.8,30983050
河北,2177,481072.8,37877198
北京,2177,1495979.2,11112878
陕西,2177,600764.2,20068163
江西,2177,515683.9,22941570
重庆,2177,707607.0,16270797
辽宁,2177,534876.6,21621630
云南,2177,471139.9,23967062
广西,2177,400904.8,25449456
山西,2177,458508.8,17727808
内蒙古,2177,654730.6,12209444
贵州,2177,419342.9,19575724
天津,2177,921038.1,7041372
黑龙江,2177,390128.3,16169263
新疆,2177,484119.0,13123248
吉林,2177,463922.3,12219597
甘肃,2177,326890.9,12701883
海南,2177,497794.0,5117305
宁夏,2177,493960.7,3655218
青海,2177,460569.6,3005402
西藏,2177,472905.0,1852993
广东,2178,783939.7,63829247
江苏,2178,864418.3,42929360
山东,2178,688905.2,51429120
浙江,2178,1247518.2,32707360
河南,2178,677192.5,50334991
四川,2178,530355.1,42382296
福建,2178,805983.8,21041718
湖北,2178,686888.0,29252750
湖南,2178,574205.5,33654592
上海,2178,1386209.8,12597678
安徽,2178,578725.3,30914205
河北,2178,484284.8,37793033
北京,2178,1505967.7,11088185
陕西,2178,604775.4,20023571
江西,2178,519127.1,22890593
重庆,2178,712331.6,16234643
辽宁,2178,538447.9,21573586
云南,2178,474285.7,23913806
广西,2178,403581.6,25392906
山西,2178,461570.2,17688416
内蒙古,2178,659102.2,12182314
贵州,2178,422142.8,19532226
天津,2178,927187.7,7025725
黑龙江,2178,392733.1,16133335
新疆,2178,487351.4,13094088
吉林,2178,467019.9,12192445
甘肃,2178,329073.5,12673659
海南,2178,501117.7,5105935
宁夏,2178,497258.8,3647096
青海,2178,463644.8,2998723
西藏,2178,476062.6,1848875
广东,2179,789158.3,63687416
江苏,2179,870172.6,42833969
山东,2179,693491.2,51314842
浙江,2179,1255822.7,32634683
河南,2179,681700.5,50223145
四川,2179,533885.6,42288120
福建,2179,811349.1,20994963
湖北,2179,691460.5,29187749
湖南,2179,578027.9,33579810
上海,2179,1395437.6,12569685
安徽,2179,582577.7,30845512
河北,2179,487508.6,37709055
北京,2179,1515992.6,11063547
陕西,2179,608801.3,19979077
江西,2179,522582.8,22839729
重庆,2179,717073.5,16198569
辽宁,2179,542032.2,21525649
云南,2179,477442.9,23860669
广西,2179,406268.2,25336482
山西,2179,464642.8,17649112
内蒙古,2179,663489.7,12155244
贵州,2179,424952.9,19488824
天津,2179,933359.9,7010114
黑龙江,2179,395347.5,16097486
新疆,2179,490595.6,13064992
吉林,2179,470128.7,12165353
甘肃,2179,331264.1,12645497
海南,2179,504453.6,5094589
宁夏,2179,500569.0,3638992
青海,2179,466731.2,2992060
西藏,2179,479231.6,1844767
广东,2180,794395.7,63545900
江苏,2180,875947.8,42738790
山东,2180,698093.7,51200819
浙江,2180,1264157.4,32562168
河南,2180,686224.8,50111547
四川,2180,537428.9,42194155
福建,2180,816733.8,20948311
湖北,2180,696049.6,29122893
湖南,2180,581864.1,33505195
上海,2180,1404698.8,12541755
安徽,2180,586444.2,30776972
河北,2180,490744.1,37625264
北京,2180,1526054.0,11038963
陕西,2180,612841.8,19934683
江西,2180,526051.1,22788979
重庆,2180,721832.5,16162575
辽宁,2180,545629.6,21477818
云南,2180,480611.6,23807650
广西,2180,408964.5,25280184
山西,2180,467726.6,17609895
内蒙古,2180,667893.2,12128235
贵州,2180,427773.2,19445519
天津,2180,939554.4,6994537
黑龙江,2180,397971.3,16061717
新疆,2180,493851.6,13035961
吉林,2180,473248.9,12138321
甘肃,2180,333462.6,12617399
海南,2180,507801.5,5083269
宁夏,2180,503891.1,3630906
青海,2180,469828.8,2985412
西藏,2180,482412.2,1840668
广东,2181,799652.1,63404698
江苏,2181,881743.7,42643823
山东,2181,702712.8,51087049
浙江,2181,1272522.0,32489813
河南,2181,690765.4,50000197
四川,2181,540984.9,42100397
福建,2181,822137.9,20901763
湖北,2181,700655.2,29058180
湖南,2181,585714.1,33430745
上海,2181,1413993.3,12513887
安徽,2181,590324.5,30708584
河北,2181,493991.3,37541660
北京,2181,1536151.5,11014434
陕西,2181,616896.8,19890387
江西,2181,529531.8,22738341
重庆,2181,726608.7,16126661
辽宁,2181,549239.9,21430094
云南,2181,483791.7,23754748
广西,2181,411670.5,25224010
山西,2181,470821.4,17570765
内蒙古,2181,672312.4,12101285
贵州,2181,430603.7,19402311
天津,2181,945771.2,6978995
黑龙江,2181,400604.6,16026027
新疆,2181,497119.3,13006995
吉林,2181,476380.3,12111349
甘肃,2181,335669.0,12589362
海南,2181,511161.5,5071973
宁夏,2181,507225.2,3622838
青海,2181,472937.5,2978778
西藏,2181,485604.2,1836578
广东,2182,804927.1,63263810
江苏,2182,887560.3,42549067
山东,2182,707348.4,50973531
浙江,2182,1280916.4,32417619
河南,2182,695322.1,49889095
四川,2182,544553.6,42006849
福建,2182,827561.3,20855318
湖北,2182,705277.2,28993612
湖南,2182,589577.9,33356460
上海,2182,1423321.0,12486080
安徽,2182,594218.7,30640349
河北,2182,497250.0,37458240
北京,2182,1546285.0,10989960
陕西,2182,620966.3,19846190
江西,2182,533025.0,22687815
重庆,2182,731401.9,16090827
辽宁,2182,552863.0,21382475
云南,2182,486983.1,23701964
广西,2182,414386.2,25167961
山西,2182,473927.3,17531722
内蒙古,2182,676747.5,12074396
贵州,2182,433444.3,19359198
天津,2182,952010.1,6963487
黑龙江,2182,403247.3,15990416
新疆,2182,500398.6,12978093
吉林,2182,479522.8,12084437
甘肃,2182,337883.3,12561388
海南,2182,514533.5,5060703
宁夏,2182,510571.3,3614788
青海,2182,476057.4,2972159
西藏,2182,488807.6,1832497
广东,2183,810220.8,63123235
江苏,2183,893397.5,42454521
山东,2183,712000.4,50860266
浙江,2183,1289340.6,32345586
河南,2183,699895.0,49778239
四川,2183,548134.9,41913508
福建,2183,833003.9,20808977
湖北,2183,709915.5,28929187
湖南,2183,593455.4,33282341
上海,2183,1432681.7,12458336
安徽,2183,598126.7,30572265
河北,2183,500520.2,37375007
北京,2183,1556454.4,10965539
陕西,2183,625050.2,19802091
江西,2183,536530.5,22637402
重庆,2183,736212.1,16055073
辽宁,2183,556499.0,21334962
云南,2183,490185.8,23649297
广西,2183,417111.5,25112037
山西,2183,477044.1,17492766
内蒙古,2183,681198.2,12047566
贵州,2183,436294.9,19316181
天津,2183,958271.2,6948014
黑龙江,2183,405899.3,15954885
新疆,2183,503689.6,12949255
吉林,2183,482676.4,12057585
甘肃,2183,340105.5,12533476
海南,2183,517917.4,5049458
宁夏,2183,513929.1,3606756
青海,2183,479188.2,2965555
西藏,2183,492022.3,1828425
广东,2184,815533.1,62982973
江苏,2184,899255.1,42360185
山东,2184,716668.7,50747252
浙江,2184,1297794.3,32273713
河南,2184,704484.0,49667630
四川,2184,551728.9,41820374
福建,2184,838465.6,20762739
湖北,2184,714570.2,28864905
湖南,2184,597346.4,33208386
上海,2184,1442075.2,12430653
安徽,2184,602048.4,30504332
河北,2184,503801.9,37291958
北京,2184,1566659.4,10941174
陕西,2184,629148.4,19758090
江西,2184,540048.3,22587101
重庆,2184,741039.2,16019398
辽宁,2184,560147.8,21287555
云南,2184,493399.8,23596748
广西,2184,419846.3,25056237
山西,2184,480171.9,17453896
内蒙古,2184,685664.6,12020796
贵州,2184,439155.5,19273260
天津,2184,964554.2,6932575
黑龙江,2184,408560.6,15919433
新疆,2184,506992.1,12920481
吉林,2184,485841.2,12030792
甘肃,2184,342335.4,12505626
海南,2184,521313.2,5038238
宁夏,2184,517298.7,3598741
青海,2184,482330.1,2958965
西藏,2184,495248.3,1824362
广东,2185,820863.9,62843022
江苏,2185,905133.2,42266059
山东,2185,721353.2,50634490
浙江,2185,1306277.4,32201999
河南,2185,709088.9,49557266
四川,2185,555335.3,41727448
福建,2185,843946.3,20716603
湖北,2185,719241.0,28800766
湖南,2185,601251.0,33134596
上海,2185,1451501.4,12403031
安徽,2185,605983.7,30436550
河北,2185,507095.1,37209094
北京,2185,1576900.0,10916862
陕西,2185,633260.8,19714187
江西,2185,543578.4,22536911
重庆,2185,745883.0,15983802
辽宁,2185,563809.2,21240253
云南,2185,496624.9,23544315
广西,2185,422590.6,25000561
山西,2185,483310.6,17415113
内蒙古,2185,690146.5,11994085
贵州,2185,442026.1,19230434
天津,2185,970859.0,6917171
黑龙江,2185,411231.2,15884059
新疆,2185,510306.1,12891772
吉林,2185,489016.9,12004060
甘肃,2185,344573.1,12477838
海南,2185,524720.8,5027043
宁夏,2185,520680.1,3590745
青海,2185,485482.9,2952390
西藏,2185,498485.5,1820308
广东,2186,826213.1,62703383
江苏,2186,911031.5,42172143
山东,2186,726054.0,50521978
浙江,2186,1314789.8,32130445
河南,2186,713709.7,49447148
四川,2186,558954.1,41634728
福建,2186,849445.9,20670570
湖北,2186,723928.0,28736770
湖南,2186,605169.1,33060969
上海,2186,1460960.2,12375471
安徽,2186,609932.6,30368919
河北,2186,510399.6,37126414
北京,2186,1587175.9,10892604
陕西,2186,637387.5,19670381
江西,2186,547120.6,22486833
重庆,2186,750743.6,15948285
辽宁,2186,567483.3,21193057
云南,2186,499861.2,23491998
广西,2186,425344.5,24945009
山西,2186,486460.1,17376416
内蒙古,2186,694643.8,11967434
贵州,2186,444906.5,19187703
天津,2186,977185.7,6901801
黑龙江,2186,413911.0,15848764
新疆,2186,513631.5,12863125
吉林,2186,492203.6,11977386
甘肃,2186,346818.5,12450112
海南,2186,528140.1,5015873
宁夏,2186,524073.1,3582766
青海,2186,488646.5,2945830
西藏,2186,501733.9,1816263
广东,2187,831580.6,62564053
江苏,2187,916950.0,42078434
山东,2187,730770.7,50409716
浙江,2187,1323331.3,32059050
河南,2187,718346.3,49337275
四川,2187,562585.4,41542214
福建,2187,854964.3,20624639
湖北,2187,728630.9,28672915
湖南,2187,609100.6,32987506
上海,2187,1470451.3,12347972
安徽,2187,613895.0,30301438
河北,2187,513715.3,37043917
北京,2187,1597487.0,10868400
陕西,2187,641528.3,19626673
江西,2187,550675.0,22436867
重庆,2187,755620.8,15912847
辽宁,2187,571169.9,21145965
云南,2187,503108.5,23439798
广西,2187,428107.7,24889580
山西,2187,489620.4,17337804
内蒙古,2187,699156.6,11940842
贵州,2187,447796.8,19145067
天津,2187,983533.9,6886465
黑龙江,2187,416600.0,15813547
新疆,2187,516968.3,12834543
吉林,2187,495401.2,11950772
甘肃,2187,349071.6,12422448
海南,2187,531571.2,5004727
宁夏,2187,527477.7,3574805
青海,2187,491821.0,2939284
西藏,2187,504993.4,1812228
广东,2188,836966.3,62425033
江苏,2188,922888.6,41984934
山东,2188,735503.5,50297704
浙江,2188,1331901.7,31987814
河南,2188,722998.6,49227645
四川,2188,566228.9,41449905
福建,2188,860501.4,20578810
湖北,2188,733349.9,28609203
湖南,2188,613045.4,32914207
上海,2188,1479974.6,12320535
安徽,2188,617870.9,30234107
河北,2188,517042.4,36961604
北京,2188,1607833.0,10844250
陕西,2188,645683.1,19583061
江西,2188,554241.4,22387011
重庆,2188,760514.5,15877488
辽宁,2188,574869.1,21098978
云南,2188,506366.9,23387714
广西,2188,430880.3,24834274
山西,2188,492791.4,17299279
内蒙古,2188,703684.6,11914309
贵州,2188,450697.0,19102526
天津,2188,989903.7,6871163
黑龙江,2188,419298.0,15778409
新疆,2188,520316.4,12806024
吉林,2188,498609.6,11924217
甘肃,2188,351332.4,12394844
海南,2188,535013.9,4993606
宁夏,2188,530893.9,3566862
青海,2188,495006.2,2932753
西藏,2188,508264.0,1808201
广东,2189,842370.0,62286322
江苏,2189,928847.1,41891642
山东,2189,740252.2,50185940
浙江,2189,1340501.0,31916735
河南,2189,727666.5,49118259
四川,2189,569884.7,41357802
福建,2189,866057.1,20533083
湖北,2189,738084.7,28545632
湖南,2189,617003.4,32841070
上海,2189,1489529.8,12293158
安徽,2189,621860.1,30166925
河北,2189,520380.6,36879474
北京,2189,1618213.8,10820154
陕西,2189,649851.9,19539547
江西,2189,557819.8,22337266
重庆,2189,765424.7,15842208
辽宁,2189,578580.6,21052095
云南,2189,509636.2,23335745
广西,2189,433662.2,24779092
山西,2189,495973.0,17260839
内蒙古,2189,708227.9,11887835
贵州,2189,453606.8,19060079
天津,2189,996294.9,6855895
黑龙江,2189,422005.2,15743349
新疆,2189,523675.8,12777569
吉林,2189,501828.8,11897721
甘肃,2189,353600.7,12367302
海南,2189,538468.1,4982510
宁夏,2189,534321.6,3558936
青海,2189,498202.2,2926236
西藏,2189,511545.5,1804183
广东,2190,847791.8,62147920
江苏,2190,934825.5,41798557
山东,2190,745016.7,50074425
浙江,2190,1349128.9,31845815
河南,2190,732350.0,49009117
四川,2190,573552.7,41265903
福建,2190,871631.4,20487458
湖北,2190,742835.2,28482203
湖南,2190,620974.7,32768096
上海,2190,1499117.0,12265842
安徽,2190,625862.6,30099893
河北,2190,523730.0,36797526
北京,2190,1628629.1,10796111
陕西,2190,654034.5,19496129
江西,2190,561410.1,22287632
重庆,2190,770351.2,15807006
辽宁,2190,582304.6,21005316
云南,2190,512916.4,23283892
广西,2190,436453.4,24724032
山西,2190,499165.3,17222485
内蒙古,2190,712786.2,11861419
贵州,2190,456526.4,19017727
天津,2190,1002707.4,6840661
黑龙江,2190,424721.4,15708366
新疆,2190,527046.3,12749176
吉林,2190,505058.8,11871283
甘肃,2190,355876.6,12339822
海南,2190,541933.9,4971439
宁夏,2190,537760.6,3551028
青海,2190,501408.8,2919734
西藏,2190,514838.0,1800174
广东,2191,853231.5,62009824
江苏,2191,940823.6,41705679
山东,2191,749797.0,49963158
浙江,2191,1357785.3,31775053
河南,2191,737049.0,48900216
四川,2191,577232.7,41174209
福建,2191,877224.0,20441934
湖北,2191,747601.5,28418914
湖南,2191,624959.0,32695284
上海,2191,1508735.7,12238587
安徽,2191,629878.3,30033010
河北,2191,527090.4,36715761
北京,2191,1639078.9,10772122
陕西,2191,658231.0,19452808
江西,2191,565012.3,22238108
重庆,2191,775294.0,15771882
辽宁,2191,586040.8,20958642
云南,2191,516207.4,23232155
广西,2191,439253.9,24669094
山西,2191,502368.1,17184216
内蒙古,2191,717359.7,11835063
贵州,2191,459455.6,18975469
天津,2191,1009141.1,6825460
黑龙江,2191,427446.5,15673462
新疆,2191,530428.0,12720847
吉林,2191,508299.4,11844905
甘肃,2191,358160.0,12312402
海南,2191,545411.1,4960392
宁夏,2191,541211.1,3543137
青海,2191,504626.0,2913246
西藏,2191,518141.4,1796174
广东,2192,858689.0,61872036
江苏,2192,946841.3,41613007
山东,2192,754592.9,49852137
浙江,2192,1366470.1,31704447
河南,2192,741763.4,48791558
四川,2192,580924.9,41082718
福建,2192,882835.0,20396511
湖北,2192,752383.3,28355766
湖南,2192,628956.4,32622634
上海,2192,1518386.0,12211392
安徽,2192,633907.2,29966275
河北,2192,530461.8,36634177
北京,2192,1649562.9,10748186
陕西,2192,662441.2,19409583
江西,2192,568626.3,22188694
重庆,2192,780253.0,15736836
辽宁,2192,589789.3,20912071
云南,2192,519509.2,23180532
广西,2192,442063.4,24614278
山西,2192,505581.3,17146032
内蒙古,2192,721948.1,11808765
贵州,2192,462394.4,18933305
天津,2192,1015595.8,6810294
黑龙江,2192,430180.6,15638635
新疆,2192,533820.8,12692581
吉林,2192,511550.6,11818585
甘肃,2192,360450.9,12285044
海南,2192,548899.7,4949370
宁夏,2192,544672.8,3535264
青海,2192,507853.7,2906773
西藏,2192,521455.5,1792183
广东,2193,864164.2,61734554
江苏,2193,952878.6,41520542
山东,2193,759404.3,49741364
浙江,2193,1375183.0,31633999
河南,2193,746493.0,48683141
四川,2193,584629.0,40991430
福建,2193,888464.1,20351189
湖北,2193,757180.7,28292758
湖南,2193,632966.8,32550145
上海,2193,1528067.5,12184258
安徽,2193,637949.1,29899689
河北,2193,533844.1,36552774
北京,2193,1660080.8,10724303
陕西,2193,666665.1,19366454
江西,2193,572251.9,22139390
重庆,2193,785228.0,15701869
辽宁,2193,593549.9,20865603
云南,2193,522821.7,23129024
广西,2193,444882.1,24559584
山西,2193,508805.0,17107933
内蒙古,2193,726551.4,11782525
贵州,2193,465342.7,18891234
天津,2193,1022071.5,6795161
黑龙江,2193,432923.5,15603885
新疆,2193,537224.5,12664378
吉林,2193,514812.3,11792324
甘肃,2193,362749.2,12257746
海南,2193,552399.6,4938372
宁夏,2193,548145.7,3527409
青海,2193,511091.9,2900314
西藏,2193,524780.4,1788200
广东,2194,869656.9,61597377
江苏,2194,958935.2,41428281
山东,2194,764231.2,49630837
浙江,2194,1383923.9,31563706
河南,2194,751237.8,48574965
四川,2194,588345.0,40900346
福建,2194,894111.3,20305968
湖北,2194,761993.4,28229891
湖南,2194,636990.0,32477817
上海,2194,1537780.2,12157184
安徽,2194,642004.0,29833251
河北,2194,537237.3,36471552
北京,2194,1670632.6,10700473
陕西,2194,670902.5,19323421
江西,2194,575889.3,22090195
重庆,2194,790219.1,15666978
辽宁,2194,597322.6,20819239
云南,2194,526144.8,23077630
广西,2194,447709.9,24505012
山西,2194,512039.1,17069918
内蒙古,2194,731169.5,11756344
贵州,2194,468300.5,18849257
天津,2194,1028567.9,6780062
黑龙江,2194,435675.2,15569213
新疆,2194,540639.2,12636237
吉林,2194,518084.6,11766121
甘肃,2194,365054.9,12230509
海南,2194,555910.7,4927399
宁夏,2194,551629.9,3519571
青海,2194,514340.5,2893869
西藏,2194,528116.0,1784227
广东,2195,875167.2,61460505
江苏,2195,965011.2,41336226
山东,2195,769073.5,49520555
浙江,2195,1392692.6,31493571
河南,2195,755997.8,48467030
四川,2195,592072.8,40809463
福建,2195,899776.5,20260848
湖北,2195,766821.5,28167163
湖南,2195,641026.1,32405650
上海,2195,1547523.8,12130170
安徽,2195,646071.8,29766960
河北,2195,540641.3,36390511
北京,2195,1681217.9,10676696
陕西,2195,675153.4,19280484
江西,2195,579538.2,22041110
重庆,2195,795226.0,15632166
辽宁,2195,601107.3,20772978
云南,2195,529478.5,23026351
广西,2195,450546.6,24450561
山西,2195,515283.4,17031988
内蒙古,2195,735802.3,11730221
贵州,2195,471267.7,18807373
天津,2195,1035085.0,6764997
黑龙江,2195,438435.7,15534617
新疆,2195,544064.8,12608159
吉林,2195,521367.2,11739976
甘肃,2195,367367.9,12203332
海南,2195,559433.0,4916450
宁夏,2195,555125.0,3511750
青海,2195,517599.4,2887439
西藏,2195,531462.2,1780262
广东,2196,880694.8,61323938
江苏,2196,971106.2,41244375
山东,2196,773931.0,49410518
浙江,2196,1401488.9,31423591
河南,2196,760772.7,48359334
四川,2196,595812.4,40718783
福建,2196,905459.6,20215827
湖北,2196,771664.8,28104574
湖南,2196,645074.8,32333644
上海,2196,1557298.0,12103217
安徽,2196,650152.5,29700817
河北,2196,544056.0,36309650
北京,2196,1691836.6,10652972
陕西,2196,679417.8,19237642
江西,2196,583198.6,21992134
重庆,2196,800248.7,15597430
辽宁,2196,604904.0,20726819
云南,2196,532822.8,22975185
广西,2196,453392.3,24396230
山西,2196,518538.0,16994143
内蒙古,2196,740449.6,11704156
贵州,2196,474244.3,18765582
天津,2196,1041622.7,6749964
黑龙江,2196,441204.9,15500099
新疆,2196,547501.1,12580143
吉林,2196,524660.2,11713889
甘肃,2196,369688.3,12176216
海南,2196,562966.5,4905526
宁夏,2196,558631.3,3503947
青海,2196,520868.6,2881023
西藏,2196,534819.0,1776306
广东,2197,886239.7,61187673
江苏,2197,977220.4,41152729
山东,2197,778803.7,49300726
浙江,2197,1410312.7,31353766
河南,2197,765562.6,48251878
四川,2197,599563.6,40628304
福建,2197,911160.4,20170907
湖北,2197,776523.3,28042125
湖南,2197,649136.2,32261797
上海,2197,1567102.8,12076323
安徽,2197,654245.8,29634820
河北,2197,547481.4,36228968
北京,2197,1702488.5,10629301
陕西,2197,683695.4,19194895
江西,2197,586870.4,21943266
重庆,2197,805287.1,15562772
辽宁,2197,608712.5,20680764
云南,2197,536177.4,22924134
广西,2197,456246.9,24342021
山西,2197,521802.7,16956381
内蒙古,2197,745111.5,11678149
贵州,2197,477230.2,18723885
天津,2197,1048180.8,6734966
黑龙江,2197,443982.7,15465657
新疆,2197,550948.2,12552189
吉林,2197,527963.5,11687860
甘肃,2197,372015.8,12149160
海南,2197,566510.9,4894625
宁夏,2197,562148.4,3496161
青海,2197,524148.0,2874621
西藏,2197,538186.2,1772359
广东,2198,891801.7,61051712
江苏,2198,983353.4,41061286
山东,2198,783691.5,49191178
浙江,2198,1419163.8,31284097
河南,2198,770367.2,48144660
四川,2198,603326.5,40538027
福建,2198,916878.8,20126086
湖北,2198,781396.7,27979814
湖南,2198,653210.2,32190110
上海,2198,1576937.9,12049489
安徽,2198,658351.9,29568971
河北,2198,550917.4,36148466
北京,2198,1713173.3,10605682
陕西,2198,687986.3,19152243
江西,2198,590553.6,21894507
重庆,2198,810341.1,15528191
辽宁,2198,612532.7,20634810
云南,2198,539542.5,22873195
广西,2198,459110.3,24287932
山西,2198,525077.5,16918703
内蒙古,2198,749787.8,11652200
贵州,2198,480225.3,18682279
天津,2198,1054759.2,6720000
黑龙江,2198,446769.2,15431291
新疆,2198,554405.9,12524298
吉林,2198,531277.0,11661890
甘肃,2198,374350.6,12122164
海南,2198,570066.3,4883749
宁夏,2198,565676.5,3488392
青海,2198,527437.5,2868234
西藏,2198,541563.9,1768421
广东,2199,897380.8,60916053
江苏,2199,989505.2,40970046
山东,2199,788594.2,49081873
浙江,2199,1428042.0,31214582
河南,2199,775186.6,48037681
四川,2199,607100.8,40447950
福建,2199,922614.7,20081365
湖北,2199,786285.1,27917642
湖南,2199,657296.7,32118582
上海,2199,1586803.2,12022714
安徽,2199,662470.5,29503267
河北,2199,554363.9,36068143
北京,2199,1723890.8,10582116
陕西,2199,692290.3,19109686
江西,2199,594248.1,21845857
重庆,2199,815410.5,15493687
辽宁,2199,616364.7,20588959
云南,2199,542917.8,22822370
广西,2199,461982.4,24233963
山西,2199,528362.4,16881109
内蒙古,2199,754478.5,11626308
贵州,2199,483229.5,18640767
天津,2199,1061357.7,6705068
黑龙江,2199,449564.1,15397002
新疆,2199,557874.3,12496468
吉林,2199,534600.6,11635976
甘肃,2199,376692.5,12095228
海南,2199,573632.6,4872897
宁夏,2199,569215.3,3480641
青海,2199,530737.1,2861860
西藏,2199,544951.9,1764492
广东,2200,902976.7,60780695
江苏,2200,995675.6,40879009
山东,2200,793511.8,48972811
浙江,2200,1436947.2,31145222
河南,2200,780020.6,47930939
四川,2200,610886.7,40358073
福建,2200,928368.1,20036744
湖北,2200,791188.3,27855608
湖南,2200,661395.5,32047213
上海,2200,1596698.3,11995999
安徽,2200,666601.6,29437710
河北,2200,557820.9,35987998
北京,2200,1734640.8,10558602
陕西,2200,696607.3,19067224
江西,2200,597953.7,21797314
重庆,2200,820495.3,15459259
辽宁,2200,620208.3,20543209
云南,2200,546303.4,22771658
广西,2200,464863.3,24180114
山西,2200,531657.2,16843599
内蒙古,2200,759183.3,11600474
贵州,2200,486242.9,18599346
天津,2200,1067976.2,6690169
黑龙江,2200,452367.6,15362790
新疆,2200,561353.1,12468701
吉林,2200,537934.3,11610121
甘肃,2200,379041.5,12068352
海南,2200,577209.7,4862070
宁夏,2200,572764.9,3472907
青海,2200,534046.8,2855501
西藏,2200,548350.1,1760571
