province,year,gdp_per_capita_CNY,population_persons
广东,2018,63537.2,124374645
江苏,2018,87611.5,83650117
山东,2018,52064.9,100212346
浙江,2018,72333.4,63732012
河南,2018,40006.8,98080379
四川,2018,41985.4,82584133
福建,2018,76399.0,41000895
湖北,2018,54377.3,57000522
湖南,2018,45456.8,65577743
上海,2018,112485.4,24547238
安徽,2018,45814.6,60237954
河北,2018,35078.8,73641713
北京,2018,119219.5,21605912
陕西,2018,47876.9,39016981
江西,2018,41096.6,44603525
重庆,2018,56391.5,31634056
辽宁,2018,42626.1,42037268
云南,2018,37546.7,46597310
广西,2018,31949.4,49479414
山西,2018,36540.1,34466809
内蒙古,2018,52177.6,23737880
贵州,2018,33418.8,38059569
天津,2018,73400.6,13689995
黑龙江,2018,31090.6,31436651
新疆,2018,38581.0,25514519
吉林,2018,36971.5,23757620
甘肃,2018,26051.0,24695291
海南,2018,39670.8,9949182
宁夏,2018,39365.4,7106559
青海,2018,36704.3,5843170
西藏,2018,37687.4,3602630
广东,2019,66795.6,124755103
江苏,2019,92104.5,83905999
山东,2019,54735.0,100518892
浙江,2019,76043.0,63926966
河南,2019,42058.5,98380403
四川,2019,44138.6,82836755
福建,2019,80317.0,41126315
湖北,2019,57166.0,57174884
湖南,2019,47788.0,65778343
上海,2019,118254.1,24622327
安徽,2019,48164.2,60422220
河北,2019,36877.8,73866981
北京,2019,125333.6,21672004
陕西,2019,50332.2,39136332
江西,2019,43204.2,44739966
重庆,2019,59283.5,31730823
辽宁,2019,44812.1,42165859
云南,2019,39472.2,46739849
广西,2019,33587.9,49630770
山西,2019,38414.0,34572242
内蒙古,2019,54853.5,23810493
贵州,2019,35132.7,38175992
天津,2019,77164.8,13731873
黑龙江,2019,32685.1,31532815
新疆,2019,40559.6,25592567
吉林,2019,38867.6,23830294
甘肃,2019,27387.0,24770833
海南,2019,41705.3,9979616
宁夏,2019,41384.2,7128297
青海,2019,38586.7,5861044
西藏,2019,39620.1,3613651
广东,2020,70054.7,125136724
江苏,2020,96598.5,84162665
山东,2020,57405.6,100826376
浙江,2020,79753.2,64122516
河南,2020,44110.6,98681345
四川,2020,46292.2,83090149
福建,2020,84235.8,41252119
湖北,2020,59955.2,57349780
湖南,2020,50119.7,65979557
上海,2020,124024.0,24697646
安徽,2020,50514.2,60607049
河北,2020,38677.2,74092937
北京,2020,131448.8,21738298
陕西,2020,52788.0,39256049
江西,2020,45312.2,44876824
重庆,2020,62176.1,31827887
辽宁,2020,46998.6,42294842
云南,2020,41398.2,46882825
广西,2020,35226.7,49782589
山西,2020,40288.3,34677997
内蒙古,2020,57529.9,23883328
贵州,2020,36846.9,38292771
天津,2020,80929.9,13773878
黑龙江,2020,34279.8,31629273
新疆,2020,42538.6,25670854
吉林,2020,40764.0,23903190
甘肃,2020,28723.3,24846606
海南,2020,43740.2,10010143
宁夏,2020,43403.4,7150102
青海,2020,40469.4,5878973
西藏,2020,41553.3,3624705
广东,2021,73438.6,125270585
江苏,2021,100985.7,84252695
山东,2021,60238.4,100934231
浙江,2021,84062.8,64191109
河南,2021,46477.7,98786906
四川,2021,48544.1,83179032
福建,2021,88128.7,41296247
湖北,2021,62871.8,57411128
湖南,2021,52557.8,66050136
上海,2021,130012.6,24724065
安徽,2021,52971.5,60671881
河北,2021,40611.7,74172195
北京,2021,137843.3,21761551
陕西,2021,55355.9,39298041
江西,2021,47516.4,44924829
重庆,2021,65200.7,31861933
辽宁,2021,49284.9,42340086
云南,2021,43412.0,46932976
广西,2021,36940.4,49835842
山西,2021,42248.2,34715093
内蒙古,2021,60328.6,23908877
贵州,2021,38639.3,38333733
天津,2021,84866.8,13788612
黑龙江,2021,35947.4,31663107
新疆,2021,44608.0,25698315
吉林,2021,42747.0,23928759
甘肃,2021,30120.6,24873185
海南,2021,45868.0,10020851
宁夏,2021,45514.8,7157751
青海,2021,42438.1,5885262
西藏,2021,43574.7,3628582
广东,2022,76839.2,125404588
江苏,2022,105369.9,84342821
山东,2022,63090.6,101042201
浙江,2022,88434.3,64259775
河南,2022,48877.5,98892579
四川,2022,50808.7,83268009
福建,2022,92025.4,41340422
湖北,2022,65804.7,57472541
湖南,2022,55009.6,66120791
上海,2022,136030.8,24750513
安徽,2022,55442.6,60736783
河北,2022,42561.7,74251538
北京,2022,144273.6,21784830
陕西,2022,57938.2,39340079
江西,2022,49733.0,44972886
重庆,2022,68242.3,31896017
辽宁,2022,51584.0,42385377
云南,2022,45437.2,46983181
广西,2022,38663.6,49889152
山西,2022,44219.0,34752228
内蒙古,2022,63142.8,23934452
贵州,2022,40441.8,38374739
天津,2022,88825.7,13803362
黑龙江,2022,37624.3,31696977
新疆,2022,46688.9,25725804
吉林,2022,44741.1,23954356
甘肃,2022,31525.6,24899792
海南,2022,48007.7,10031571
宁夏,2022,47638.0,7165408
青海,2022,44417.7,5891557
西藏,2022,45607.4,3632464
广东,2023,80243.9,125538735
江苏,2023,109733.4,84433043
山东,2023,65951.7,101150287
浙江,2023,92853.4,64328514
河南,2023,51302.1,98998366
四川,2023,53077.4,83357082
福建,2023,95910.3,41384644
湖北,2023,68743.0,57534020
湖南,2023,57465.9,66191521
上海,2023,142055.8,24776989
安徽,2023,57918.2,60801754
河北,2023,44520.2,74330966
北京,2023,150715.6,21808133
陕西,2023,60525.3,39382162
江西,2023,51953.7,45020994
重庆,2023,71289.4,31930136
辽宁,2023,53887.3,42430717
云南,2023,47466.0,47033439
广西,2023,40390.0,49942519
山西,2023,46193.4,34789403
内蒙古,2023,65962.2,23960055
贵州,2023,42247.6,38415789
天津,2023,92791.9,13818128
黑龙江,2023,39304.3,31730884
新疆,2023,48773.6,25753323
吉林,2023,46738.8,23979980
甘肃,2023,32933.3,24926428
海南,2023,50151.3,10042302
宁夏,2023,49765.1,7173073
青海,2023,46401.1,5897860
西藏,2023,47643.8,3636349
广东,2024,83639.2,125673025
江苏,2024,114057.8,84523362
山东,2024,68810.7,101258489
浙江,2024,97304.6,64397327
河南,2024,53742.9,99104265
四川,2024,55341.3,83446250
福建,2024,99767.4,41428914
湖北,2024,71675.2,57595565
湖南,2024,59917.0,66262326
上海,2024,148064.1,24803493
安徽,2024,60388.6,60866794
河北,2024,46479.6,74410478
北京,2024,157144.2,21831462
陕西,2024,63106.9,39424289
江西,2024,54169.7,45069153
重庆,2024,74330.1,31964292
辽宁,2024,56185.8,42476106
云南,2024,49490.6,47083751
广西,2024,42112.8,49995943
山西,2024,48163.8,34826617
内蒙古,2024,68775.8,23985686
贵州,2024,44049.6,38456883
天津,2024,96749.9,13832909
黑龙江,2024,40980.8,31764827
新疆,2024,50854.0,25780872
吉林,2024,48732.4,24005632
甘肃,2024,34338.0,24953092
海南,2024,52290.5,10053044
宁夏,2024,51887.8,7180746
青海,2024,48380.3,5904169
西藏,2024,49676.0,3640239
广东,2025,87065.6,125728852
江苏,2025,118398.2,84560910
山东,2025,71700.8,101303471
浙江,2025,101835.2,64425934
河南,2025,56226.0,99148290
四川,2025,57627.3,83483319
福建,2025,103644.9,41447318
湖北,2025,74635.9,57621151
湖南,2025,62392.0,66291762
上海,2025,154127.1,24814511
安徽,2025,62883.1,60893833
河北,2025,48462.6,74443533
北京,2025,163635.4,21841160
陕西,2025,65713.7,39441802
江西,2025,56407.3,45089174
重庆,2025,77400.5,31978491
辽宁,2025,58506.6,42494975
云南,2025,51534.9,47104667
广西,2025,43852.4,50018152
山西,2025,50153.3,34842088
内蒙古,2025,71616.7,23996341
贵州,2025,45869.2,38473967
天津,2025,100746.3,13839054
黑龙江,2025,42673.6,31778938
新疆,2025,52954.6,25792325
吉林,2025,50745.4,24016296
甘肃,2025,35756.5,24964176
海南,2025,54450.4,10057510
宁夏,2025,54031.1,7183936
青海,2025,50378.7,5906792
西藏,2025,51728.0,3641856
广东,2026,90458.3,125784704
江苏,2026,122666.5,84598474
山东,2026,74569.0,101348473
浙江,2026,106369.6,64454554
河南,2026,58709.7,99192334
四川,2026,59892.5,83520405
福建,2026,107465.7,41465730
湖北,2026,77569.7,57646748
湖南,2026,64844.5,66321211
上海,2026,160130.3,24825534
安徽,2026,65354.9,60920883
河北,2026,50433.2,74476603
北京,2026,170067.6,21850862
陕西,2026,68296.8,39459324
江西,2026,58624.6,45109204
重庆,2026,80443.0,31992697
辽宁,2026,60806.4,42513853
云南,2026,53560.7,47125592
广西,2026,45576.1,50040372
山西,2026,52124.7,34857566
内蒙古,2026,74431.8,24007001
贵州,2026,47672.2,38491058
天津,2026,104706.5,13845202
黑龙江,2026,44351.0,31793055
新疆,2026,55036.2,25803782
吉林,2026,52740.1,24026965
甘肃,2026,37162.0,24975266
海南,2026,56590.8,10061978
宁夏,2026,56155.0,7187127
青海,2026,52359.0,5909416
西藏,2026,53761.3,3643474
广东,2027,93802.4,125840581
江苏,2027,126842.8,84636055
山东,2027,77402.7,101393494
浙江,2027,110889.8,64483187
河南,2027,61184.1,99236398
四川,2027,62127.1,83557507
福建,2027,111212.4,41484150
湖北,2027,80463.8,57672356
湖南,2027,67263.8,66350672
上海,2027,166047.4,24836563
安徽,2027,67793.3,60947946
河北,2027,52382.8,74509688
北京,2027,176412.8,21860569
陕西,2027,70844.9,39476852
江西,2027,60811.8,45129243
重庆,2027,83444.3,32006909
辽宁,2027,63075.1,42532738
云南,2027,55559.0,47146527
广西,2027,47276.5,50062601
山西,2027,54069.5,34873051
内蒙古,2027,77208.9,24017665
贵州,2027,49450.8,38508157
天津,2027,108613.1,13851352
黑龙江,2027,46005.7,31807178
新疆,2027,57089.6,25815245
吉林,2027,54707.9,24037638
甘肃,2027,38548.5,24986361
海南,2027,58702.2,10066448
宁夏,2027,58250.1,7190320
青海,2027,54312.5,5912041
西藏,2027,55767.1,3645093
广东,2028,97082.7,125896483
江苏,2028,130907.1,84673652
山东,2028,80189.3,101438536
浙江,2028,115376.7,64511832
河南,2028,63638.6,99280482
四川,2028,64320.9,83594625
福建,2028,114867.1,41502578
湖北,2028,83305.0,57697976
湖南,2028,69639.0,66380147
上海,2028,171851.3,24847596
安徽,2028,70187.2,60975021
河北,2028,54303.0,74542787
北京,2028,182642.1,21870280
陕西,2028,73346.5,39494389
江西,2028,62959.2,45149290
重庆,2028,86390.8,32021128
辽宁,2028,65302.4,42551633
云南,2028,57520.8,47167471
广西,2028,48945.9,50084840
山西,2028,55978.7,34888542
内蒙古,2028,79935.2,24028334
贵州,2028,51197.0,38525263
天津,2028,112448.3,13857505
黑龙江,2028,47630.2,31821308
新疆,2028,59105.4,25826713
吉林,2028,56639.6,24048316
甘肃,2028,39909.7,24997461
海南,2028,60775.0,10070919
宁夏,2028,60307.0,7193514
青海,2028,56230.3,5914667
西藏,2028,57736.3,3646712
广东,2029,100310.5,125918827
江苏,2029,134875.2,84688680
山东,2029,82938.0,101456539
浙江,2029,119842.7,64523281
河南,2029,66080.2,99298102
四川,2029,66481.3,83609462
福建,2029,118443.7,41509944
湖北,2029,86103.0,57708216
湖南,2029,71978.0,66391928
上海,2029,177562.0,24852006
安徽,2029,72544.6,60985842
河北,2029,56199.8,74556017
北京,2029,188776.6,21874162
陕西,2029,75810.0,39501399
江西,2029,65073.8,45157303
重庆,2029,89292.5,32026811
辽宁,2029,67495.7,42559185
云南,2029,59452.8,47175842
广西,2029,50589.9,50093729
山西,2029,57858.9,34894734
内蒙古,2029,82620.0,24032599
贵州,2029,52916.6,38532100
天津,2029,116225.2,13859965
黑龙江,2029,49230.0,31826955
新疆,2029,61090.7,25831297
吉林,2029,58542.0,24052584
甘肃,2029,41250.1,25001897
海南,2029,62816.3,10072707
宁夏,2029,62332.6,7194791
青海,2029,58119.0,5915717
西藏,2029,59675.6,3647359
广东,2030,103445.1,125941175
江苏,2030,138693.2,84703711
山东,2030,85614.9,101474545
浙江,2030,124238.1,64534733
河南,2030,68481.4,99315725
四川,2030,68581.3,83624300
福建,2030,121894.6,41517311
湖北,2030,88822.9,57718458
湖南,2030,74251.7,66403711
上海,2030,183107.6,24856416
安徽,2030,74836.2,60996666
河北,2030,58050.2,74569249
北京,2030,194739.8,21878044
陕西,2030,78204.8,39508409
江西,2030,67129.4,45165318
重庆,2030,92113.1,32032495
辽宁,2030,69627.8,42566738
云南,2030,61330.9,47184214
广西,2030,52188.0,50102620
山西,2030,59686.6,34900927
内蒙古,2030,85229.9,24036864
贵州,2030,54588.2,38538939
天津,2030,119896.6,13862424
黑龙江,2030,50785.1,31832604
新疆,2030,63020.4,25835881
吉林,2030,60391.3,24056853
甘肃,2030,42553.2,25006334
海南,2030,64800.6,10074494
宁夏,2030,64301.6,7196067
青海,2030,59954.9,5916767
西藏,2030,61560.6,3648006
广东,2031,106546.5,125874084
江苏,2031,142442.4,84658587
山东,2031,88269.6,101420488
浙江,2031,128633.5,64500354
河南,2031,70881.3,99262818
四川,2031,70660.8,83579752
福建,2031,125291.1,41495194
湖北,2031,91516.1,57687710
湖南,2031,76503.1,66368337
上海,2031,188594.2,24843175
安徽,2031,77105.3,60964172
河北,2031,59887.9,74529525
北京,2031,200644.5,21866389
陕西,2031,80576.0,39487362
江西,2031,69164.8,45141257
重庆,2031,94906.0,32015430
辽宁,2031,71739.0,42544062
云南,2031,63190.5,47159079
广西,2031,53770.4,50075929
山西,2031,61496.4,34882335
内蒙古,2031,87814.1,24024059
贵州,2031,56243.3,38518409
天津,2031,123531.9,13855040
黑龙江,2031,52325.0,31815646
新疆,2031,64931.3,25822118
吉林,2031,62222.4,24044038
甘肃,2031,43843.4,24993013
海南,2031,66765.4,10069128
宁夏,2031,66251.2,7192234
青海,2031,61772.8,5913615
西藏,2031,63427.2,3646063
广东,2032,109527.8,125807028
江苏,2032,146007.1,84613488
山东,2032,90829.9,101366460
浙江,2032,132923.0,64465993
河南,2032,73221.5,99209939
四川,2032,72661.9,83535228
福建,2032,128531.3,41473089
湖北,2032,94107.9,57656979
湖南,2032,78669.7,66332981
上海,2032,193868.1,24829940
安徽,2032,79288.9,60931695
河北,2032,61663.7,74489821
北京,2032,206326.8,21854740
陕西,2032,82857.9,39466327
江西,2032,71123.6,45117210
重庆,2032,97593.8,31998375
辽宁,2032,73770.6,42521398
云南,2032,64980.0,47133956
广西,2032,55293.1,50049253
山西,2032,63237.9,34863752
内蒙古,2032,90301.0,24011261
贵州,2032,57836.1,38497889
天津,2032,127030.4,13847659
黑龙江,2032,53806.8,31798697
新疆,2032,66770.1,25808362
吉林,2032,63984.6,24031229
甘肃,2032,45085.1,24979699
海南,2032,68656.2,10063764
宁夏,2032,68127.5,7188403
青海,2032,63522.2,5910464
西藏,2032,65223.5,3644121
广东,2033,112428.2,125740009
江苏,2033,149440.9,84568413
山东,2033,93328.1,101312460
浙江,2033,137152.1,64431651
河南,2033,75527.1,99157088
四川,2033,74610.7,83490727
福建,2033,131661.9,41450996
湖北,2033,96631.8,57626264
湖南,2033,80779.6,66297644
上海,2033,198998.5,24816713
安徽,2033,81415.4,60899236
河北,2033,63399.4,74450139
北京,2033,211860.4,21843098
陕西,2033,85080.1,39445302
江西,2033,73031.1,45093175
重庆,2033,100211.2,31981329
辽宁,2033,75749.2,42498746
云南,2033,66722.8,47108847
广西,2033,56776.1,50022591
山西,2033,64934.0,34845180
内蒙古,2033,92722.9,23998470
贵州,2033,59387.3,38477381
天津,2033,130437.3,13840282
黑龙江,2033,55249.9,31781758
新疆,2033,68560.9,25794613
吉林,2033,65700.6,24018427
甘肃,2033,46294.2,24966392
海南,2033,70497.5,10058402
宁夏,2033,69954.6,7184573
青海,2033,65225.8,5907316
西藏,2033,66972.8,3642179
广东,2034,115236.7,125673025
江苏,2034,152730.2,84523362
山东,2034,95754.8,101258489
浙江,2034,141305.9,64397327
河南,2034,77790.1,99104265
四川,2034,76499.7,83446250
福建,2034,134670.8,41428914
湖北,2034,99078.4,57595565
湖南,2034,82824.8,66262326
上海,2034,203966.2,24803493
安徽,2034,83476.8,60866794
河北,2034,65088.6,74410478
北京,2034,217224.5,21831462
陕西,2034,87234.3,39424289
江西,2034,74880.2,45069153
重庆,2034,102748.5,31964292
辽宁,2034,77667.1,42476106
云南,2034,68412.1,47083751
广西,2034,58213.6,49995943
山西,2034,66578.0,34826617
内蒙古,2034,95070.5,23985686
贵州,2034,60890.9,38456883
天津,2034,133739.9,13832909
黑龙江,2034,56648.8,31764827
新疆,2034,70296.8,25780872
吉林,2034,67364.1,24005632
甘肃,2034,47466.4,24953092
海南,2034,72282.5,10053044
宁夏,2034,71725.8,7180746
青海,2034,66877.3,5904169
西藏,2034,68668.4,3640239
广东,2035,118084.5,125516311
江苏,2035,156049.2,84417962
山东,2035,98218.9,101132220
浙江,2035,145544.5,64317024
河南,2035,80098.5,98980683
四川,2035,78416.2,83342193
福建,2035,137711.6,41377252
湖北,2035,101560.5,57523744
湖南,2035,84899.7,66179698
上海,2035,209003.2,24772563
安徽,2035,85568.0,60790893
河北,2035,66805.4,74317689
北京,2035,222666.3,21804238
陕西,2035,89419.6,39375127
江西,2035,76756.0,45012952
重庆,2035,105322.5,31924433
辽宁,2035,79612.7,42423138
云南,2035,70126.0,47025038
广西,2035,59671.9,49933598
山西,2035,68245.9,34783188
内蒙古,2035,97452.2,23955776
贵州,2035,62416.3,38408927
天津,2035,137090.2,13815659
黑龙江,2035,58067.9,31725216
新疆,2035,72057.8,25748723
吉林,2035,69051.7,23975697
甘肃,2035,48655.5,24921975
海南,2035,74093.2,10040508
宁夏,2035,73522.7,7171791
青海,2035,68552.6,5896806
西藏,2035,70388.7,3635700
广东,2036,120884.5,125359793
江苏,2036,159282.7,84312693
山东,2036,100648.1,101006109
浙江,2036,149760.6,64236821
河南,2036,82393.3,98857254
四川,2036,80302.1,83238266
福建,2036,140682.5,41325655
湖北,2036,104003.0,57452012
湖南,2036,86941.6,66097172
上海,2036,213955.4,24741672
安徽,2036,87625.9,60715087
河北,2036,68500.3,74225015
北京,2036,228021.5,21777048
陕西,2036,91570.2,39326026
江西,2036,78602.0,44956821
重庆,2036,107855.5,31884623
辽宁,2036,81527.4,42370237
云南,2036,71812.5,46966398
广西,2036,61107.1,49871331
山西,2036,69887.2,34739814
内蒙古,2036,99795.9,23925903
贵州,2036,63917.5,38361032
天津,2036,140387.3,13798431
黑龙江,2036,59464.5,31685655
新疆,2036,73790.8,25716615
吉林,2036,70712.4,23945800
甘肃,2036,49825.7,24890898
海南,2036,75875.2,10027988
宁夏,2036,75290.9,7162848
青海,2036,70201.4,5889453
西藏,2036,72081.6,3631166
广东,2037,123629.8,125203469
江苏,2037,162422.4,84207555
山东,2037,103036.5,100880154
浙江,2037,153945.1,64156718
河南,2037,84669.6,98733979
四川,2037,82153.0,83134468
福建,2037,143576.0,41274122
湖北,2037,106400.2,57380369
湖南,2037,88945.5,66014749
上海,2037,218810.8,24710819
安徽,2037,89645.6,60639376
河北,2037,70169.6,74132457
北京,2037,233277.2,21749892
陕西,2037,93680.8,39276987
江西,2037,80413.8,44900760
重庆,2037,110341.5,31844863
辽宁,2037,83406.6,42317401
云南,2037,73467.7,46907831
广西,2037,62515.5,49809141
山西,2037,71498.1,34696494
内蒙古,2037,102096.2,23896067
贵州,2037,65390.7,38313196
天津,2037,143623.1,13781225
黑龙江,2037,60835.1,31646143
新疆,2037,75491.6,25684546
吉林,2037,72342.2,23915939
甘肃,2037,50974.1,24859859
海南,2037,77624.1,10015483
宁夏,2037,77026.3,7153916
青海,2037,71819.4,5882109
西藏,2037,73743.0,3626638
广东,2038,126313.8,125047341
江苏,2038,165459.8,84102549
山东,2038,105378.3,100754357
浙江,2038,158088.4,64076715
河南,2038,86922.0,98610859
四川,2038,83964.3,83030799
福建,2038,146384.6,41222653
湖北,2038,108746.2,57308816
湖南,2038,90906.6,65932429
上海,2038,223557.3,24680005
安徽,2038,91622.1,60563759
河北,2038,71809.1,74040014
北京,2038,238420.5,21722770
陕西,2038,95746.3,39228009
江西,2038,82186.7,44844769
重庆,2038,112774.3,31805153
辽宁,2038,85245.5,42264632
云南,2038,75087.6,46849337
广西,2038,63893.9,49747030
山西,2038,73074.5,34653227
内蒙古,2038,104347.2,23866269
贵州,2038,66832.4,38265419
天津,2038,146789.7,13764040
黑龙江,2038,62176.4,31606681
新疆,2038,77156.1,25652518
吉林,2038,73937.3,23886116
甘肃,2038,52098.0,24828859
海南,2038,79335.5,10002993
宁夏,2038,78724.6,7144995
青海,2038,73402.9,5874774
西藏,2038,75368.9,3622116
广东,2039,129086.4,124800809
江苏,2039,168591.7,83936739
山东,2039,107798.8,100555719
浙江,2039,162378.1,63950387
河南,2039,89253.7,98416446
四川,2039,85835.8,82867103
福建,2039,149282.3,41141382
湖北,2039,111170.0,57195831
湖南,2039,92932.8,65802442
上海,2039,228460.6,24631348
安徽,2039,93664.3,60444356
河北,2039,73504.1,73894043
北京,2039,243734.7,21679944
陕西,2039,97880.4,39150670
江西,2039,84018.6,44756357
重庆,2039,115288.0,31742448
辽宁,2039,87145.6,42181307
云南,2039,76761.2,46756973
广西,2039,65318.0,49648953
山西,2039,74703.3,34584908
内蒙古,2039,106673.0,23819216
贵州,2039,68322.1,38189978
天津,2039,150061.5,13736904
黑龙江,2039,63562.3,31544368
新疆,2039,78875.8,25601944
吉林,2039,75585.3,23839024
甘肃,2039,53259.2,24779908
海南,2039,81103.9,9983272
宁夏,2039,80479.3,7130909
青海,2039,75039.0,5863192
西藏,2039,77048.8,3614975
广东,2040,131855.2,124554762
江苏,2040,171696.6,83771257
山东,2040,110220.8,100357472
浙江,2040,166699.2,63824308
河南,2040,91601.6,98222417
四川,2040,87706.0,82703730
福建,2040,152161.7,41060272
湖北,2040,113592.2,57083069
湖南,2040,94957.7,65672712
上海,2040,233356.9,24582787
安徽,2040,95705.1,60325190
河北,2040,75202.2,73748360
北京,2040,249045.3,21637201
陕西,2040,100013.1,39073484
江西,2040,85849.2,44668119
重庆,2040,117799.9,31679868
辽宁,2040,89044.3,42098146
云南,2040,78433.7,46664791
广西,2040,66741.2,49551069
山西,2040,76330.9,34516723
内蒙古,2040,108997.2,23772256
贵州,2040,69810.7,38114686
天津,2040,153331.1,13709821
黑龙江,2040,64947.2,31482177
新疆,2040,80594.4,25551469
吉林,2040,77232.1,23792025
甘肃,2040,54419.6,24731054
海南,2040,82871.0,9963590
宁夏,2040,82232.8,7116850
青海,2040,76674.0,5851632
西藏,2040,78727.5,3607848
广东,2041,134595.3,124309201
江苏,2041,174742.2,83606101
山东,2041,112623.5,100159616
浙江,2041,171020.0,63698477
河南,2041,93948.0,98028770
四川,2041,89558.4,82540678
福建,2041,154994.1,40979321
湖北,2041,115991.3,56970529
湖南,2041,96963.2,65543237
上海,2041,238202.4,24534321
安徽,2041,97726.4,60206258
河北,2041,76889.2,73602964
北京,2041,254305.2,21594543
陕西,2041,102125.4,38996450
江西,2041,87662.4,44580056
重庆,2041,120287.9,31617410
辽宁,2041,90925.0,42015149
云南,2041,80090.2,46572791
广西,2041,68150.8,49453379
山西,2041,77943.0,34448673
内蒙古,2041,111299.3,23725389
贵州,2041,71285.1,38039543
天津,2041,156569.5,13682792
黑龙江,2041,66318.9,31420110
新疆,2041,82296.6,25501094
吉林,2041,78863.3,23745119
甘肃,2041,55569.0,24682297
海南,2041,84621.2,9943947
宁夏,2041,83969.6,7102819
青海,2041,78293.4,5840096
西藏,2041,80390.3,3600735
广东,2042,137302.5,124064124
江苏,2042,177723.3,83441271
山东,2042,115003.4,99962150
浙江,2042,175334.6,63572895
河南,2042,96289.9,97835505
四川,2042,91390.1,82377948
福建,2042,157774.9,40898530
湖北,2042,118363.6,56858211
湖南,2042,98946.3,65414018
上海,2042,242989.3,24485952
安徽,2042,99725.2,60087560
河北,2042,78562.5,73457855
北京,2042,259506.4,21551969
陕西,2042,104214.1,38919568
江西,2042,89455.3,44492165
重庆,2042,122748.0,31555076
辽宁,2042,92784.6,41932315
云南,2042,81728.3,46480972
广西,2042,69544.7,49355881
山西,2042,79537.2,34380757
内蒙古,2042,113575.6,23678614
贵州,2042,72743.1,37964547
天津,2042,159771.8,13655816
黑龙江,2042,67675.3,31358165
新疆,2042,83979.8,25450818
吉林,2042,80476.2,23698305
甘肃,2042,56705.5,24633635
海南,2042,86351.9,9924342
宁夏,2042,85687.0,7088816
青海,2042,79894.7,5828582
西藏,2042,82034.5,3593636
广东,2043,140050.9,123750092
江苏,2043,180736.1,83230063
山东,2043,117422.5,99709125
浙江,2043,179737.6,63411979
河南,2043,98679.3,97587863
四川,2043,93250.5,82169432
福建,2043,160589.3,40795007
湖北,2043,120773.1,56714291
湖南,2043,100960.6,65248441
上海,2043,247849.1,24423973
安徽,2043,101755.3,59935466
河北,2043,80264.7,73271918
北京,2043,264789.1,21497417
陕西,2043,106335.6,38821055
江西,2043,91276.3,44379546
重庆,2043,125246.8,31475204
辽宁,2043,94673.4,41826176
云南,2043,83392.0,46363319
广西,2043,70960.4,49230951
山西,2043,81156.3,34293732
内蒙古,2043,115887.7,23618679
贵州,2043,74223.9,37868451
天津,2043,163024.2,13621250
黑龙江,2043,69052.9,31278791
新疆,2043,85689.3,25386397
吉林,2043,82114.5,23638320
甘肃,2043,57859.8,24571282
海南,2043,88109.8,9899222
宁夏,2043,87431.3,7070873
青海,2043,81521.1,5813829
西藏,2043,83704.4,3584540
广东,2044,142807.6,123436855
江苏,2044,183737.3,83019391
山东,2044,119853.2,99456740
浙江,2044,184187.3,63251470
河南,2044,101093.1,97340848
四川,2044,95117.6,81961445
福建,2044,163399.3,40691746
湖北,2044,123191.3,56570735
湖南,2044,102982.1,65083284
上海,2044,252723.3,24362150
安徽,2044,103792.7,59783757
河北,2044,81976.7,73086451
北京,2044,270090.9,21443003
陕西,2044,108464.7,38722791
江西,2044,93103.9,44267213
重庆,2044,127754.6,31395534
辽宁,2044,96569.0,41720305
云南,2044,85061.7,46245964
广西,2044,72381.2,49106337
山西,2044,82781.3,34206928
内蒙古,2044,118208.0,23558895
贵州,2044,75710.1,37772598
天津,2044,166288.4,13586772
黑龙江,2044,70435.5,31199618
新疆,2044,87405.0,25322139
吉林,2044,83758.6,23578487
甘肃,2044,59018.4,24509087
海南,2044,89874.0,9874165
宁夏,2044,89181.9,7052975
青海,2044,83153.3,5799113
西藏,2044,85380.4,3575466
广东,2045,145570.7,123124410
江苏,2045,186724.9,82809251
山东,2045,122294.1,99204995
浙江,2045,188681.6,63091367
河南,2045,103530.3,97094458
四川,2045,96990.3,81753983
福建,2045,166202.7,40588747
湖北,2045,125616.8,56427543
湖南,2045,105009.6,64918545
上海,2045,257608.8,24300485
安徽,2045,105836.2,59632432
河北,2045,83697.8,72901454
北京,2045,275408.5,21388726
陕西,2045,110600.2,38624775
江西,2045,94937.0,44155163
重庆,2045,130269.9,31316065
辽宁,2045,98470.3,41614702
云南,2045,86736.5,46128906
广西,2045,73806.2,48982039
山西,2045,84411.1,34120343
内蒙古,2045,120535.4,23499262
贵州,2045,77200.7,37676988
天津,2045,169562.3,13552381
黑龙江,2045,71822.3,31120645
新疆,2045,89125.9,25258043
吉林,2045,85407.7,23518804
甘肃,2045,60180.3,24447050
海南,2045,91643.5,9849171
宁夏,2045,90937.8,7035122
青海,2045,84790.5,5784434
西藏,2045,87061.4,3566416
广东,2046,148338.7,122812757
江苏,2046,189696.3,82599644
山东,2046,124743.8,98953886
浙江,2046,193218.6,62931670
河南,2046,105989.7,96848692
四川,2046,98867.5,81547047
福建,2046,168997.6,40486008
湖北,2046,128048.0,56284713
湖南,2046,107042.0,64754222
上海,2046,262502.7,24238975
安徽,2046,107884.6,59481490
河北,2046,85426.9,72716925
北京,2046,280738.9,21334586
陕西,2046,112740.8,38527008
江西,2046,96774.4,44043397
重庆,2046,132791.1,31236797
辽宁,2046,100376.2,41509367
云南,2046,88415.2,46012144
广西,2046,75234.7,48858055
山西,2046,86044.8,34033977
